Type,Head_Size,Teeth_Size,Dinosaur_Length,Weight,Gender,Class
Triceratops,1.99,11.12,8.12,6450.28,Female,3
Spinosaurus,1.55,13.38,13.5,9610.13,Male,2
TREX,1.57,19.35,12.89,5566.34,Female,1
TREX,1.4,19.53,10.88,7491.99,Female,1
Triceratops,1.92,12.33,6.45,7854.64,Female,3
TREX,1.46,22.33,13.82,6051.09,Female,1
TREX,1.54,19.39,11.42,7574.34,Female,1
TREX,1.55,18.66,11.16,8038.16,Male,1
Spinosaurus,1.49,18.34,12.67,9871.35,Female,2
TREX,1.56,17.05,12.24,5613.55,Male,1
TREX,1.43,16.77,11.56,5469.68,Female,1
Triceratops,2.17,16.46,7.83,6611.84,Male,3
Triceratops,2.0,23.15,7.32,8396.36,Female,3
Triceratops,1.91,14.18,10.12,6984.29,Female,3
TREX,1.51,15.03,11.45,7639.83,Female,1
Triceratops,1.93,11.63,8.53,8372.62,Male,3
Triceratops,2.0,18.92,7.9,7527.52,Male,3
TREX,1.47,21.23,9.73,6160.72,Female,1
Triceratops,1.78,16.25,9.08,7127.27,Male,3
Triceratops,1.87,17.25,9.63,8494.28,Female,3
Triceratops,2.08,17.0,7.39,7590.97,Male,3
Spinosaurus,1.55,16.11,12.56,10256.22,Male,2
Triceratops,1.84,16.66,8.66,6822.44,Male,3
TREX,1.49,17.81,10.62,6922.29,Male,1
TREX,1.58,22.96,11.39,6790.84,Female,1
Spinosaurus,1.52,18.63,12.95,8091.54,Female,2
TREX,1.43,17.12,11.79,6412.56,Male,1
Triceratops,1.9,17.04,7.9,7416.83,Male,3
Triceratops,1.99,18.84,8.09,6429.69,Female,3
TREX,1.45,15.45,10.15,7378.84,Female,1
TREX,1.42,11.76,11.84,6699.12,Female,1
Triceratops,2.17,17.55,8.29,7445.04,Male,3
TREX,1.5,20.14,10.12,6735.0,Female,1
TREX,1.6,23.82,10.24,6791.74,Male,1
Triceratops,2.04,14.85,8.82,8293.76,Female,3
Triceratops,2.0,20.26,7.43,8262.52,Female,3
Spinosaurus,1.48,14.87,13.65,10192.48,Female,2
Triceratops,1.93,20.36,7.04,7348.03,Female,3
Triceratops,2.12,21.72,7.63,7690.42,Female,3
Triceratops,1.81,14.55,7.67,8427.76,Female,3
Triceratops,2.05,17.23,7.22,8089.51,Male,3
TREX,1.34,24.44,10.07,6608.77,Female,1
TREX,1.36,21.58,11.99,6440.48,Female,1
Spinosaurus,1.43,15.23,13.45,8568.25,Male,2
Triceratops,2.04,21.54,8.05,7540.63,Female,3
TREX,1.52,17.71,11.75,5588.14,Female,1
Triceratops,1.99,14.25,6.43,7670.32,Female,3
Triceratops,1.91,14.73,7.54,7405.88,Female,3
Triceratops,1.98,19.92,8.49,6343.43,Female,3
TREX,1.57,17.16,10.74,6864.08,Female,1
Spinosaurus,1.44,17.09,11.39,8929.48,Female,2
TREX,1.55,16.03,10.86,6250.71,Male,1
TREX,1.56,14.19,9.21,7603.92,Male,1
TREX,1.5,13.81,10.42,6622.94,Male,1
Triceratops,1.9,18.88,9.34,7827.85,Male,3
TREX,1.45,18.65,9.87,6687.88,Female,1
Triceratops,1.88,16.64,6.92,7756.68,Female,3
Triceratops,2.06,21.65,6.74,7641.95,Male,3
TREX,1.61,17.91,11.25,7723.97,Male,1
Spinosaurus,1.46,17.39,14.03,10563.96,Male,2
TREX,1.62,14.67,9.25,7029.42,Female,1
Triceratops,2.05,16.28,8.04,7859.55,Male,3
Spinosaurus,1.58,16.57,13.1,8247.28,Male,2
Triceratops,2.01,19.92,7.44,7452.74,Female,3
Triceratops,2.05,19.78,9.06,6148.26,Female,3
Spinosaurus,1.51,18.03,14.53,9986.51,Female,2
Triceratops,1.93,17.43,7.73,7940.75,Male,3
Triceratops,1.88,20.68,8.22,6671.56,Female,3
Triceratops,2.0,15.76,8.15,7923.01,Female,3
Spinosaurus,1.62,12.74,12.82,9584.49,Male,2
TREX,1.44,19.38,11.95,8177.83,Female,1
Spinosaurus,1.52,12.84,15.13,10122.14,Female,2
Triceratops,2.1,17.62,7.24,7143.97,Female,3
Triceratops,2.09,13.07,7.92,7679.56,Female,3
TREX,1.5,16.66,10.78,5220.78,Male,1
Triceratops,2.02,18.31,8.41,7509.1,Female,3
Triceratops,1.95,14.96,8.32,6329.13,Female,3
TREX,1.65,20.47,11.72,7105.87,Male,1
Spinosaurus,1.61,13.02,12.99,7636.6,Male,2
TREX,1.47,19.31,10.1,5979.82,Male,1
Triceratops,1.83,20.22,7.73,7399.81,Female,3
Spinosaurus,1.57,15.81,13.15,7788.23,Female,2
Spinosaurus,1.58,15.14,12.84,9600.91,Male,2
TREX,1.58,16.68,11.73,5198.78,Female,1
Triceratops,2.26,15.36,7.65,6717.01,Male,3
TREX,1.47,14.26,12.52,7718.18,Female,1
Spinosaurus,1.44,14.32,13.14,8640.24,Male,2
Spinosaurus,1.45,13.18,13.68,8381.6,Male,2
Spinosaurus,1.58,15.78,11.5,8608.82,Female,2
TREX,1.37,24.18,11.12,6971.24,Male,1
Spinosaurus,1.4,14.57,13.41,6769.87,Male,2
Triceratops,2.17,20.43,6.1,7074.66,Male,3
Triceratops,2.03,23.35,9.67,8428.99,Male,3
Spinosaurus,1.49,16.15,13.66,8971.83,Female,2
TREX,1.67,20.31,12.39,6251.88,Male,1
Spinosaurus,1.47,18.63,11.71,9048.85,Male,2
TREX,1.53,18.24,10.43,7216.74,Female,1
Triceratops,1.9,13.76,8.38,6864.83,Male,3
Triceratops,1.95,17.65,7.2,6239.25,Male,3
Triceratops,1.93,10.97,7.03,6395.57,Male,3
Spinosaurus,1.63,14.95,14.06,7511.74,Female,2
Spinosaurus,1.47,19.69,12.19,9591.29,Male,2
Triceratops,1.98,20.51,8.22,7792.18,Male,3
Triceratops,2.03,21.54,8.63,7518.03,Female,3
Triceratops,2.04,10.2,8.99,8242.58,Male,3
TREX,1.38,19.25,11.03,5894.96,Male,1
Triceratops,1.94,16.62,8.21,8269.21,Male,3
Triceratops,2.05,20.05,8.5,7632.72,Male,3
TREX,1.66,19.24,10.61,7667.25,Male,1
TREX,1.55,20.93,11.45,7093.04,Female,1
Triceratops,1.95,17.76,8.56,8514.52,Male,3
Triceratops,1.91,20.71,8.51,7799.22,Male,3
TREX,1.66,21.33,12.18,5354.39,Female,1
TREX,1.46,20.77,12.2,7749.0,Male,1
Triceratops,1.82,14.76,7.93,7524.92,Female,3
TREX,1.32,15.75,11.46,6432.31,Male,1
TREX,1.47,23.04,10.11,7375.4,Male,1
TREX,1.43,21.67,10.52,7494.5,Male,1
Triceratops,1.94,20.3,8.79,6877.3,Female,3
TREX,1.5,17.58,11.77,7469.98,Female,1
Spinosaurus,1.38,15.37,10.84,8268.74,Male,2
TREX,1.61,15.35,13.67,7331.82,Female,1
TREX,1.57,19.81,11.44,7816.59,Male,1
TREX,1.64,25.92,11.45,6013.83,Male,1
Triceratops,2.07,18.19,5.78,8195.79,Female,3
TREX,1.42,25.24,12.4,8069.59,Female,1
Triceratops,2.03,13.17,8.51,7858.97,Male,3
Spinosaurus,1.5,9.79,12.28,9294.93,Male,2
Triceratops,2.04,14.03,8.41,7303.25,Female,3
Triceratops,2.11,21.23,7.54,6901.02,Female,3
Triceratops,2.02,18.19,7.12,7269.67,Female,3
Triceratops,2.16,18.18,8.03,7942.41,Male,3
Spinosaurus,1.44,12.89,13.79,9593.11,Female,2
Triceratops,2.1,20.18,9.47,7559.55,Female,3
Spinosaurus,1.5,18.6,12.55,9345.09,Male,2
TREX,1.54,24.57,11.4,5915.21,Male,1
Triceratops,2.07,14.8,7.22,7450.36,Male,3
TREX,1.45,20.24,11.01,6918.29,Female,1
Triceratops,2.05,14.75,7.87,6773.69,Female,3
Spinosaurus,1.52,18.85,13.04,10901.77,Male,2
TREX,1.45,20.13,11.44,7946.46,Male,1
Spinosaurus,1.52,18.34,13.13,9501.25,Male,2
Spinosaurus,1.47,15.34,12.34,10476.92,Male,2
TREX,1.64,22.7,10.99,7352.17,Female,1
TREX,1.6,21.09,11.45,5778.06,Male,1
TREX,1.51,17.99,10.51,7218.52,Male,1
Triceratops,2.08,17.37,7.59,7992.52,Male,3
TREX,1.53,19.72,11.14,6398.36,Female,1
TREX,1.54,20.84,10.68,6533.4,Female,1
TREX,1.36,19.53,12.6,8054.44,Male,1
Triceratops,2.01,15.65,8.09,7084.07,Female,3
TREX,1.64,20.68,11.15,7062.24,Male,1
TREX,1.5,20.43,11.84,6552.2,Female,1
Spinosaurus,1.39,16.91,14.02,10026.01,Male,2
TREX,1.48,17.68,10.68,6501.81,Male,1
Spinosaurus,1.55,10.28,13.53,8008.56,Male,2
TREX,1.5,20.61,11.28,6751.68,Female,1
TREX,1.53,26.92,9.8,6702.53,Female,1
Spinosaurus,1.53,16.29,12.23,7931.95,Female,2
Spinosaurus,1.45,13.5,14.22,9601.94,Male,2
TREX,1.37,22.52,9.92,6741.22,Female,1
Triceratops,2.04,21.5,8.07,7981.95,Female,3
TREX,1.67,15.15,9.25,6882.31,Male,1
Spinosaurus,1.65,15.34,13.91,10291.72,Female,2
Spinosaurus,1.56,14.75,13.82,10730.12,Female,2
Spinosaurus,1.52,12.13,13.61,8691.74,Female,2
TREX,1.64,18.32,11.81,6162.62,Female,1
Triceratops,2.03,14.52,8.87,7090.31,Female,3
Triceratops,1.95,17.71,7.3,6894.27,Female,3
TREX,1.54,16.79,12.02,5168.76,Male,1
Triceratops,1.95,19.18,8.52,7003.57,Female,3
TREX,1.43,20.02,10.84,6350.85,Female,1
Triceratops,1.83,19.98,8.38,7024.11,Male,3
Spinosaurus,1.39,11.84,11.35,7784.46,Male,2
Spinosaurus,1.38,16.4,13.5,7798.46,Female,2
Triceratops,1.96,19.58,7.25,6880.27,Male,3
Triceratops,1.91,15.28,7.32,7301.89,Male,3
TREX,1.46,19.05,12.17,7024.86,Female,1
TREX,1.61,13.43,10.63,7249.61,Male,1
Spinosaurus,1.55,13.76,11.84,10365.33,Female,2
TREX,1.56,21.77,10.85,6119.29,Male,1
Spinosaurus,1.61,16.29,16.14,8921.17,Male,2
Spinosaurus,1.49,16.12,12.61,8227.75,Female,2
Spinosaurus,1.49,13.83,12.26,8478.91,Male,2
Triceratops,2.12,13.28,6.28,7535.68,Male,3
Spinosaurus,1.65,11.79,13.63,9477.81,Female,2
Triceratops,1.87,17.68,9.95,8383.02,Male,3
TREX,1.52,18.04,10.59,6605.41,Male,1
Triceratops,2.1,16.73,8.22,6979.91,Male,3
Spinosaurus,1.47,18.09,14.42,8659.28,Male,2
Triceratops,2.02,21.67,7.39,8651.35,Female,3
Spinosaurus,1.43,15.46,11.53,7681.6,Female,2
TREX,1.52,18.43,10.74,5166.79,Female,1
TREX,1.4,18.99,10.46,5831.27,Female,1
Spinosaurus,1.44,13.35,12.68,6683.56,Female,2
Triceratops,2.02,18.45,8.49,6856.91,Male,3
Triceratops,1.96,20.04,7.44,8617.53,Female,3
TREX,1.45,31.78,11.8,6215.59,Female,1
Triceratops,2.01,14.44,7.12,6849.87,Female,3
Triceratops,1.84,15.54,7.2,7975.96,Male,3
TREX,1.48,17.81,12.79,7490.33,Female,1
Triceratops,1.84,18.05,7.9,6566.25,Female,3
TREX,1.45,23.84,9.26,8445.67,Male,1
Spinosaurus,1.44,17.59,12.45,8630.76,Male,2
Triceratops,1.99,18.74,8.44,6894.05,Male,3
Triceratops,2.08,20.39,7.24,7663.74,Male,3
Spinosaurus,1.54,14.7,10.87,9078.57,Male,2
TREX,1.39,20.25,12.18,5418.38,Male,1
Spinosaurus,1.58,13.02,12.96,9789.91,Male,2
Spinosaurus,1.45,16.28,12.53,8651.89,Female,2
Spinosaurus,1.47,13.2,10.69,11340.3,Female,2
Triceratops,2.1,14.06,8.4,7695.37,Female,3
Triceratops,2.29,16.47,7.96,7935.74,Female,3
TREX,1.52,24.17,9.32,6644.59,Male,1
Triceratops,1.99,16.77,7.56,7477.91,Male,3
Triceratops,1.95,20.01,9.11,6700.41,Female,3
TREX,1.37,17.89,9.68,6235.56,Male,1
Spinosaurus,1.45,19.17,12.8,6857.28,Male,2
TREX,1.56,14.07,10.24,6401.41,Male,1
Spinosaurus,1.69,10.57,13.77,9669.08,Male,2
Spinosaurus,1.58,12.83,12.08,6429.85,Male,2
Spinosaurus,1.37,17.93,11.87,8696.14,Female,2
Spinosaurus,1.45,14.16,13.02,7988.96,Female,2
TREX,1.42,17.74,11.02,7384.83,Female,1
Spinosaurus,1.47,12.5,13.58,7757.44,Male,2
Spinosaurus,1.69,16.87,11.87,8117.61,Male,2
TREX,1.45,22.34,11.14,6427.4,Female,1
TREX,1.35,17.81,10.24,6451.54,Female,1
Spinosaurus,1.5,10.67,13.27,9668.56,Female,2
TREX,1.65,18.56,12.69,5409.56,Male,1
TREX,1.65,21.43,9.33,7764.05,Female,1
Spinosaurus,1.67,13.51,12.5,7266.23,Male,2
Spinosaurus,1.53,14.9,13.75,10529.1,Male,2
TREX,1.51,19.42,10.83,5890.09,Male,1
TREX,1.48,21.8,10.87,7653.54,Male,1
TREX,1.51,22.01,9.02,6279.95,Female,1
Spinosaurus,1.39,17.3,13.22,10009.29,Male,2
TREX,1.61,16.71,8.95,6645.09,Male,1
Triceratops,2.03,16.8,6.4,7687.58,Female,3
Triceratops,1.98,16.16,5.78,7544.1,Male,3
Spinosaurus,1.59,13.34,14.17,8811.02,Female,2
Triceratops,2.05,18.33,9.11,7327.02,Female,3
TREX,1.36,19.98,10.22,5527.18,Female,1
TREX,1.61,23.17,9.64,5882.35,Female,1
Spinosaurus,1.49,17.07,13.35,9070.86,Female,2
Spinosaurus,1.5,12.99,12.26,9462.91,Female,2
Spinosaurus,1.66,12.79,12.51,10038.84,Male,2
Triceratops,1.9,22.68,8.85,7873.46,Female,3
TREX,1.45,25.24,9.22,6464.91,Female,1
Triceratops,1.77,15.7,8.84,7467.15,Male,3
TREX,1.37,20.69,10.16,7461.32,Male,1
Spinosaurus,1.57,16.62,14.44,9024.65,Male,2
Triceratops,2.15,22.33,8.97,7916.67,Male,3
Triceratops,2.25,16.63,8.25,8107.73,Male,3
Triceratops,2.09,17.21,8.11,8149.31,Male,3
Spinosaurus,1.75,13.59,13.26,8594.95,Male,2
Spinosaurus,1.47,15.92,12.24,10673.74,Female,2
Triceratops,1.93,15.74,8.74,8239.38,Female,3
Spinosaurus,1.57,14.97,13.78,10722.27,Male,2
TREX,1.34,16.43,11.22,7644.17,Male,1
TREX,1.49,20.72,9.83,6435.79,Female,1
Spinosaurus,1.73,16.8,12.92,9242.6,Female,2
Triceratops,2.01,17.45,6.25,7038.84,Female,3
TREX,1.52,17.85,10.07,6874.19,Male,1
TREX,1.44,18.98,10.53,6210.3,Male,1
Spinosaurus,1.47,13.93,15.26,9519.83,Male,2
TREX,1.56,15.84,12.01,7227.06,Female,1
Triceratops,2.0,11.09,9.8,6291.86,Male,3
TREX,1.49,19.1,10.5,6022.74,Female,1
Spinosaurus,1.45,10.54,12.38,10460.82,Male,2
Spinosaurus,1.55,18.98,11.97,8803.19,Male,2
Triceratops,2.08,17.17,10.93,6681.9,Male,3
TREX,1.36,19.55,9.83,6250.38,Male,1
TREX,1.52,21.43,10.14,6762.21,Female,1
Spinosaurus,1.48,14.87,13.17,9066.27,Female,2
TREX,1.42,20.01,11.46,8009.49,Male,1
TREX,1.31,27.18,11.81,6060.43,Female,1
Spinosaurus,1.56,15.58,13.72,9871.84,Female,2
Spinosaurus,1.49,13.55,13.11,10551.38,Male,2
Triceratops,2.13,22.35,7.3,8609.32,Male,3
TREX,1.6,18.21,12.21,6336.81,Male,1
Triceratops,2.05,18.91,7.55,6479.0,Female,3
Triceratops,1.97,14.68,8.03,7376.37,Female,3
Triceratops,2.14,17.92,7.15,7372.83,Female,3
TREX,1.46,18.84,10.61,6228.01,Female,1
Triceratops,1.96,18.67,8.28,7464.21,Female,3
TREX,1.57,13.34,10.65,5368.03,Male,1
TREX,1.62,20.75,10.34,6388.79,Male,1
Spinosaurus,1.33,14.12,12.97,10046.88,Male,2
Triceratops,2.09,19.47,7.4,8943.35,Female,3
Triceratops,2.1,13.48,6.77,6151.82,Female,3
Spinosaurus,1.41,14.08,11.96,9641.63,Male,2
Triceratops,2.05,20.43,5.82,6984.67,Male,3
TREX,1.51,20.39,11.4,6861.84,Female,1
Triceratops,2.19,19.13,8.84,7843.59,Female,3
Spinosaurus,1.37,15.28,12.27,9256.58,Male,2
Triceratops,1.83,22.14,8.72,6869.09,Male,3
Triceratops,1.94,17.04,7.5,7374.05,Male,3
Spinosaurus,1.35,16.13,14.55,9080.04,Female,2
Spinosaurus,1.6,16.4,12.5,10358.95,Male,2
Spinosaurus,1.49,15.99,13.19,8436.93,Male,2
Triceratops,2.04,19.13,7.51,7367.15,Male,3
Spinosaurus,1.49,15.33,13.46,7591.58,Male,2
TREX,1.46,18.97,10.45,6279.3,Female,1
Triceratops,2.05,11.77,7.17,7098.07,Male,3
Spinosaurus,1.47,16.84,12.56,7551.88,Female,2
TREX,1.42,19.55,11.12,6186.43,Female,1
TREX,1.53,23.6,12.9,6111.85,Female,1
TREX,1.62,18.81,11.04,6326.28,Male,1
Triceratops,1.89,19.09,8.14,6977.11,Female,3
Spinosaurus,1.49,17.12,13.74,8019.03,Male,2
Triceratops,1.96,20.67,7.64,7080.17,Female,3
Spinosaurus,1.34,15.81,14.74,8389.78,Male,2
Triceratops,1.91,22.43,7.57,7068.81,Male,3
Triceratops,2.13,21.0,8.66,7212.26,Female,3
Spinosaurus,1.52,14.28,12.43,7286.26,Male,2
TREX,1.46,18.81,11.78,5905.93,Male,1
Triceratops,2.04,14.11,5.77,7477.01,Female,3
Triceratops,1.96,12.43,7.85,6926.11,Female,3
Spinosaurus,1.55,17.65,11.74,8695.93,Female,2
TREX,1.48,16.14,11.64,6520.51,Male,1
Triceratops,1.91,15.16,8.07,7230.12,Female,3
TREX,1.47,23.99,11.32,6167.28,Female,1
TREX,1.63,18.7,10.28,7257.28,Female,1
TREX,1.71,25.14,11.2,6766.48,Female,1
TREX,1.55,13.31,11.85,6018.95,Male,1
TREX,1.4,21.22,12.89,5837.91,Male,1
Spinosaurus,1.42,12.04,14.34,10435.07,Female,2
TREX,1.5,17.8,12.67,6713.96,Male,1
TREX,1.32,20.04,11.34,6748.98,Female,1
Triceratops,1.85,16.22,9.07,8146.17,Female,3
Triceratops,2.11,18.98,7.9,7552.85,Male,3
Spinosaurus,1.57,12.71,12.46,8229.88,Female,2
TREX,1.37,22.74,10.76,6449.36,Male,1
TREX,1.58,24.37,11.82,6875.78,Male,1
Triceratops,1.93,17.58,7.63,6921.68,Male,3
Triceratops,2.02,18.08,8.16,7171.05,Male,3
Triceratops,1.93,15.45,8.65,7914.62,Male,3
Triceratops,2.05,21.06,8.78,8370.26,Male,3
TREX,1.33,21.33,11.71,6514.29,Male,1
Triceratops,1.94,17.52,6.87,8092.04,Female,3
Triceratops,1.96,14.84,6.95,7877.85,Female,3
Triceratops,1.87,9.98,8.28,7297.18,Male,3
TREX,1.3,19.36,11.31,5920.26,Male,1
TREX,1.45,19.16,9.38,5644.87,Male,1
Triceratops,2.03,16.3,6.84,7125.61,Male,3
Triceratops,1.96,20.74,7.41,7981.22,Male,3
Triceratops,1.88,16.56,7.88,8172.39,Male,3
TREX,1.48,16.74,11.73,6132.87,Male,1
Spinosaurus,1.61,17.18,14.26,10391.99,Female,2
Spinosaurus,1.46,13.89,14.77,9419.34,Male,2
Spinosaurus,1.49,12.13,14.2,9259.48,Male,2
TREX,1.43,22.05,10.23,6734.02,Male,1
Triceratops,1.96,18.57,8.25,7334.95,Female,3
Spinosaurus,1.41,13.27,12.22,8209.33,Female,2
Triceratops,1.95,21.98,8.07,8275.74,Female,3
Triceratops,1.93,17.14,8.09,7536.09,Female,3
TREX,1.49,21.68,11.46,7441.57,Male,1
TREX,1.66,22.35,9.52,6772.83,Female,1
Spinosaurus,1.65,15.93,13.0,8049.96,Male,2
TREX,1.58,17.8,10.02,5149.35,Female,1
Spinosaurus,1.57,15.09,13.54,8167.39,Female,2
Spinosaurus,1.36,17.31,13.42,8749.21,Male,2
Triceratops,1.93,15.88,7.34,6148.36,Male,3
TREX,1.62,20.23,10.02,7139.32,Male,1
TREX,1.44,17.46,10.72,5613.73,Male,1
Spinosaurus,1.53,14.62,14.82,10091.03,Male,2
Triceratops,2.03,15.39,9.72,7499.08,Female,3
Triceratops,2.09,14.52,9.98,7443.63,Female,3
TREX,1.64,22.19,12.14,5912.59,Female,1
TREX,1.43,19.76,11.0,7676.29,Female,1
Spinosaurus,1.47,18.5,14.2,9636.95,Male,2
Triceratops,2.09,21.62,6.33,6855.59,Male,3
Spinosaurus,1.56,13.43,11.46,8771.12,Female,2
TREX,1.39,20.44,9.71,6865.79,Female,1
Triceratops,1.96,17.79,8.0,8366.4,Female,3
Triceratops,2.01,16.47,7.07,7069.68,Male,3
Triceratops,1.83,21.56,9.6,7132.04,Female,3
Spinosaurus,1.5,13.21,15.04,11008.91,Female,2
Triceratops,2.2,18.77,8.6,7716.01,Male,3
TREX,1.42,14.39,10.14,4403.04,Male,1
TREX,1.65,15.83,9.95,7087.94,Male,1
Triceratops,2.06,16.95,8.4,7937.44,Female,3
TREX,1.31,20.58,10.43,6654.31,Male,1
TREX,1.46,20.51,10.65,5617.51,Male,1
Spinosaurus,1.42,14.92,12.35,9030.85,Male,2
Triceratops,2.04,21.83,6.49,7585.26,Male,3
Triceratops,1.93,16.91,8.14,7869.39,Female,3
Spinosaurus,1.42,17.25,12.87,8194.6,Female,2
TREX,1.56,15.32,10.86,5897.14,Female,1
Spinosaurus,1.52,19.79,13.94,9698.58,Male,2
TREX,1.47,17.79,11.18,7079.14,Male,1
Spinosaurus,1.36,14.33,12.77,8738.21,Female,2
TREX,1.53,18.03,10.13,7358.51,Female,1
Spinosaurus,1.46,15.08,11.55,9706.52,Male,2
TREX,1.45,27.05,10.48,5403.54,Male,1
Spinosaurus,1.54,13.82,12.34,7491.83,Male,2
Triceratops,1.98,19.15,7.63,8793.35,Male,3
Triceratops,2.0,23.8,8.0,7721.27,Male,3
Spinosaurus,1.48,18.66,12.71,10939.69,Male,2
Spinosaurus,1.33,16.28,12.66,8756.52,Female,2
TREX,1.46,15.93,10.46,7091.28,Male,1
Triceratops,1.99,24.22,8.94,6634.17,Male,3
TREX,1.46,22.08,10.0,6346.25,Female,1
TREX,1.28,16.62,9.04,6400.65,Male,1
TREX,1.44,18.29,10.06,6672.37,Male,1
TREX,1.44,22.09,10.99,6944.4,Male,1
Spinosaurus,1.5,13.68,10.58,11597.44,Male,2
Spinosaurus,1.54,12.89,12.8,11087.27,Female,2
Triceratops,1.9,16.78,9.1,6319.84,Male,3
Spinosaurus,1.49,18.36,13.8,9966.88,Female,2
TREX,1.58,19.09,10.0,6374.77,Female,1
TREX,1.61,21.52,10.34,7253.67,Male,1
TREX,1.46,16.95,10.36,6886.78,Male,1
TREX,1.57,21.37,11.96,6168.75,Female,1
Triceratops,2.1,16.57,7.11,6947.99,Male,3
TREX,1.48,21.31,11.61,6655.75,Female,1
Triceratops,2.03,18.7,8.4,6638.04,Female,3
TREX,1.42,16.12,9.73,6573.17,Female,1
Triceratops,2.21,17.64,6.63,8655.86,Female,3
TREX,1.44,28.08,10.69,6124.08,Female,1
Spinosaurus,1.53,14.52,14.82,7928.98,Female,2
Triceratops,2.02,17.59,6.82,8261.67,Male,3
TREX,1.58,20.7,11.05,6319.15,Male,1
Spinosaurus,1.43,18.23,12.68,9323.45,Female,2
Triceratops,2.2,23.57,8.71,6790.92,Male,3
TREX,1.53,22.71,10.5,5394.42,Male,1
Spinosaurus,1.59,15.15,13.72,9255.78,Female,2
TREX,1.55,19.61,11.16,6033.73,Male,1
TREX,1.4,20.5,11.93,7219.39,Female,1
TREX,1.4,20.26,8.9,7848.03,Female,1
Spinosaurus,1.57,16.83,12.29,10353.89,Female,2
Triceratops,2.03,16.02,7.76,7425.11,Male,3
Triceratops,1.94,19.06,6.69,7068.57,Male,3
Triceratops,1.94,18.24,6.67,6547.05,Male,3
TREX,1.35,21.25,11.68,7138.4,Male,1
Spinosaurus,1.3,18.77,12.19,8308.44,Male,2
Triceratops,2.05,20.27,8.1,7395.94,Female,3
Triceratops,2.03,21.12,8.02,7593.21,Female,3
TREX,1.54,16.49,13.05,7712.67,Female,1
Triceratops,2.1,19.45,9.81,7383.36,Female,3
TREX,1.61,20.01,9.93,5598.05,Female,1
Spinosaurus,1.51,21.37,13.19,10613.36,Female,2
TREX,1.59,24.91,10.37,6325.09,Male,1
TREX,1.59,19.72,10.38,5547.87,Male,1
Spinosaurus,1.74,12.24,13.45,8583.29,Female,2
TREX,1.37,12.72,11.47,6842.57,Male,1
TREX,1.59,20.94,10.58,7948.4,Male,1
Spinosaurus,1.58,13.23,12.46,8691.24,Female,2
Triceratops,1.97,15.06,8.27,7564.96,Male,3
TREX,1.49,11.21,11.53,5829.1,Female,1
Triceratops,1.93,16.92,8.08,8293.34,Female,3
Spinosaurus,1.22,15.96,15.0,8025.12,Male,2
Triceratops,2.14,20.61,7.01,7566.72,Male,3
Triceratops,1.95,19.25,8.78,6409.6,Male,3
Triceratops,1.86,15.64,8.27,6886.14,Female,3
TREX,1.42,19.46,10.73,6966.33,Female,1
Triceratops,1.99,20.14,7.51,6844.0,Female,3
Triceratops,1.96,18.34,7.47,7852.39,Female,3
TREX,1.65,19.22,10.96,7350.18,Male,1
Spinosaurus,1.46,16.12,12.04,7686.73,Male,2
Triceratops,1.83,17.73,7.36,7450.24,Female,3
TREX,1.43,15.83,10.78,6028.86,Male,1
Triceratops,1.8,17.26,7.01,7972.15,Female,3
Triceratops,2.05,14.01,7.7,8101.42,Male,3
TREX,1.4,16.47,11.27,7560.59,Female,1
Spinosaurus,1.5,16.48,13.99,8269.17,Female,2
TREX,1.53,23.27,10.88,7305.11,Female,1
Spinosaurus,1.45,13.24,12.73,8895.23,Female,2
Spinosaurus,1.64,16.13,12.96,8100.55,Female,2
Spinosaurus,1.53,12.46,12.67,8313.94,Male,2
Spinosaurus,1.56,15.58,12.39,9214.98,Female,2
Triceratops,1.9,21.31,8.01,7800.71,Male,3
Triceratops,1.94,18.65,8.09,7337.15,Female,3
Spinosaurus,1.41,18.16,11.84,6716.72,Male,2
TREX,1.68,17.02,11.14,6427.8,Male,1
TREX,1.5,23.6,10.23,7296.01,Male,1
Triceratops,2.03,19.62,8.32,8558.96,Male,3
Spinosaurus,1.44,14.09,12.74,10569.58,Male,2
Spinosaurus,1.71,15.18,13.98,10164.48,Female,2
TREX,1.6,19.55,9.52,6092.6,Male,1
Spinosaurus,1.56,12.89,13.43,9653.01,Male,2
Triceratops,2.04,20.13,7.32,6269.24,Female,3
TREX,1.43,22.74,10.1,6496.97,Male,1
Triceratops,1.83,16.31,6.82,7975.71,Female,3
TREX,1.62,18.46,12.11,6238.81,Male,1
Triceratops,1.94,15.95,8.95,8848.15,Female,3
Triceratops,2.04,15.4,7.79,7767.01,Male,3
Spinosaurus,1.49,18.66,13.54,9558.56,Male,2
TREX,1.4,23.29,12.0,7676.18,Female,1
Spinosaurus,1.47,15.16,14.0,9310.48,Male,2
Triceratops,2.09,20.16,5.88,7556.42,Female,3
TREX,1.66,20.45,11.72,7146.14,Male,1
TREX,1.54,20.88,12.82,7332.7,Male,1
TREX,1.41,17.46,11.72,6448.8,Female,1
Spinosaurus,1.41,16.23,12.42,8759.79,Male,2
TREX,1.45,16.98,10.73,5569.35,Female,1
Spinosaurus,1.53,15.38,12.55,12071.34,Male,2
Triceratops,2.06,21.38,7.83,6661.29,Male,3
Spinosaurus,1.44,16.57,11.26,9908.41,Female,2
Triceratops,2.08,19.6,7.53,8316.44,Female,3
